"n.beta.lac.plasmid","n.beta.lac.chrom","strain","chrom.status","coverage","read.max.len","n.c.plasmids","n.plasmids","n.beta.lac","nc.beta.lac.plasmid","n.rep.chrom","n.rep.plasmid","n.rep.total","n.rep.tot.cen","n.rep.cen.chrom","n.rep.cen.plasmid","n.rep.100.chrom","n.rep.100.plasmid","n.rep.100.total","n.rep.100.cen.chrom","n.rep.100.cen.plasmid","n.rep.100.cen.tot","n.rep.500.chrom","n.rep.500.plasmid","n.rep.500.total","n.rep.500.cen.chrom","n.rep.500.cen.plasmid","n.rep.500.cen.tot","rep.tot.cen","med.tot.rep.len.chrom","med.tot.rep.len.plasmid","med.tot.rep.len","med.rep.len.chrom","med.rep.len.plasmid","med.rep.len","max.rep.len.chrom","max.rep.len.plasmid","max.rep.len","max.rep.len.cen.chrom","max.rep.len.cen.plasmid","max.rep.len.cen","med.AR.len.chrom","med.AR.len.plasmid","med.AR.len","med.AR.len.cen.chrom","med.AR.len.cen.plasmid","med.AR.len.cen","min.AR.len.cen.chrom","min.AR.len.cen.plasmid","min.AR.len.cen","n.rep.chrom.ampC","n.rep.plasmid.ampC","med.AR.len.chrom.ampC","med.AR.len.plasmid.ampC","med.AR.len.ampC","med.rep.len.chrom.ampC","med.rep.len.plasmid.ampC","med.rep.len.ampC","sulfonamide.resistant.sul","TEM.beta.lactamase","ampC.type.beta.lactamase","trimethoprim.resistant.dihydrofolate.reductase.dfr","APH3","streptothricin.acetyltransferase.SAT","ANT3","CTX.M.beta.lactamase","chloramphenicol.acetyltransferase.CAT","AAC3","AAC6.Ib.cr","OXA.beta.lactamase","ANT2","fosfomycin.thiol.transferase","SHV.beta.lactamase","tetracycline.resistant.ribosomal.protection.protein","APH6","macrolide.phosphotransferase.MPH","quinolone.resistance.protein.qnr","n.TEM.1","n.TEM.207","n.rep.chrom.CTX","n.rep.plasmid.CTX","med.AR.len.chrom.CTX","med.AR.len.plasmid.CTX","med.AR.len.CTX","med.rep.len.chrom.CTX","med.rep.len.plasmid.CTX","med.rep.len.CTX","n.rep.chrom.TEM","n.rep.plasmid.TEM","med.AR.len.chrom.TEM","med.AR.len.plasmid.TEM","med.AR.len.TEM","med.rep.len.chrom.TEM","med.rep.len.plasmid.TEM","med.rep.len.TEM","no.x","n.rep.plasmid.SHV","med.AR.len.plasmid.SHV","med.AR.len.SHV","no.y","med.rep.len.plasmid.SHV","med.rep.len.SHV","n.is.fam","max.is.len","IS1","IS110","IS200/IS605","IS21","IS256","IS3","IS4","IS481","IS630","IS66","IS91","ISAS1","ISL3","ISNCY","IS5","IS6","IS30","IS1380","IS1182","ISKRA4","n.is.tot","min_distance_is_gene","n.interrupted.genes"
0,2,"DA63220","circular",76.7778191151422,86441,1,1,2,0,37,0,37,7,7,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,99,0,99,34,0,34,160,0,160,35,0,35,3190,0,3190,41186,0,41186,31250,0,31250,37,0,3190,0,3190,34,0,34,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1864,9,7,3,2,0,11,2,0,1,1,0,2,1,12,0,0,0,0,0,0,51,16339,0
1,1,"DA63222","circular",103.615385424909,97442,20,5,2,1,43,0,43,7,7,0,15,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,99,0,99,61,0,61,232,0,232,35,0,35,355,0,355,41181,0,41181,31250,0,31250,43,0,355,0,355,61,0,61,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1766,9,1,3,1,0,39,6,0,0,2,0,20,3,16,0,0,0,0,0,0,100,13813.5,0
3,-1,"DA63224","circular",76.8075149769451,96869,0,0,2,3,0,23,23,7,0,7,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,174,174,0,23,23,0,106,106,0,33,33,0,10036,10036,0,88581,88581,0,37574,37574,0,23,0,10036,10036,0,23,23,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1766,3,5,6,13,0,9,5,2,2,6,0,2,3,6,0,0,0,0,0,0,62,46813.5,0
6,-2,"DA63226","circular",150.235912901805,95717,2,2,4,6,0,38,38,10,0,10,0,4,4,NA,NA,NA,0,2,2,NA,NA,NA,11,0,132.5,132.5,0,24,24,0,820,820,0,35,35,0,6741,6741,0,110628,110628,0,31206,31206,0,28,0,17207.5,17207.5,0,23,23,1,1,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,0,828,828,0,36,36,0,5,0,828,828,0,36,36,NA,NA,NA,NA,NA,NA,NA,14,1960,14,11,2,9,0,28,6,2,4,7,0,10,0,14,1,31,1,0,0,0,140,3184.5,0
2,0,"DA63228","linear",51.2996421903563,109012,2,2,2,2,59,13,72,25,18,7,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,474,184,329,26,23,26,117,33,117,53,33,53,3189,37479,11082.5,175526.5,42530,173801,74736,31171,31171,59,13,3189,37479,11082.5,26,23,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1914,1,7,2,20,0,19,9,0,4,1,0,2,3,12,0,0,0,0,0,0,80,23512.5,NA
0,2,"DA63230","circular",60.2004098440527,91388,0,0,2,0,86,0,86,31,31,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,396.5,0,396.5,26,0,26,149,0,149,38,0,38,12521.5,0,12521.5,175665,0,175665,37574,0,37574,86,0,12521.5,0,12521.5,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1767,1,3,6,3,0,5,5,0,2,1,0,2,3,6,0,0,0,0,0,0,37,61975,NA
3,-1,"DA63232","linear",27.0562920708915,119254,2,1,2,3,0,24,24,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,243,243,0,23.5,23.5,0,96,96,0,35,35,0,9989.5,9989.5,0,88393,88393,0,31214,31214,0,24,0,9989.5,9989.5,0,23.5,23.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1766,1,1,2,8,0,11,2,0,2,1,0,10,1,12,0,0,0,0,0,0,51,92939,NA
0,2,"DA63234","circular",41.3352245664774,106426,0,0,2,0,95,0,95,33,33,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,422.5,0,422.5,26,0,26,113,0,113,42,0,42,3159,0,3159,173834,0,173834,31206,0,31206,95,0,3159,0,3159,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1914,1,1,4,20,0,13,6,0,4,3,0,10,5,12,0,0,0,0,0,0,79,92931,NA
4,-2,"DA63236","linear",26.3210316454956,82548,0,0,2,4,0,15,15,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,80.5,80.5,0,30,30,0,84,84,0,31,31,0,23343,23343,0,127389.5,127389.5,0,31085,31085,0,15,0,23343,23343,0,30,30,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1996,0,25,4,3,0,2,1,7,0,0,0,6,2,19,0,0,0,0,0,0,69,1254,0
0,4,"DA63238","circular",75.280585318891,88592,0,0,4,0,162,0,162,33,33,0,11,0,11,3,0,3,4,0,4,3,0,3,14,382,0,382,35.5,0,35.5,821,0,821,820,0,820,17262.5,0,17262.5,105017,0,105017,7114,0,7114,104,0,31553,0,31553,31,0,31,2,1,3,2,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,58,0,515.5,0,515.5,37.5,0,37.5,NA,NA,NA,NA,NA,NA,NA,13,1849,113,0,14,5,0,58,42,3,0,15,0,11,9,19,3,78,5,0,0,0,375,836.5,NA
3,-1,"DA63240","circular",44.392379590039,95409,2,2,2,3,0,23,23,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,119,119,0,23,23,0,86,86,0,35,35,0,13712,13712,0,89892,89892,0,31250,31250,0,23,0,13712,13712,0,23,23,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1910,6,3,4,37,0,31,2,0,6,6,0,4,3,12,0,0,0,0,0,0,114,16723,0
0,3,"DA63242","circular",36.4964273603549,111233,0,0,3,0,14,0,14,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,42,0,42,76,0,76,86,0,86,22,0,22,168,0,168,115683,0,115683,90030,0,90030,14,0,168,0,168,76,0,76,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1877,0,0,7,4,0,15,0,0,0,0,0,0,0,18,0,0,0,0,0,0,44,35362,NA
2,0,"DA63244","linear",40.245723434193,82331,1,1,2,2,4,12,16,4,0,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,101,101,58.5,26,29,309,36,309,0,26,26,5346.5,18552,16289,0,45997,45997,0,42429,42429,0,12,0,18552,18552,0,26,26,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,0,5346.5,0,5346.5,58.5,0,58.5,NA,NA,NA,NA,NA,NA,NA,14,1992,11,5,3,11,0,6,1,1,0,10,1,4,2,12,0,1,2,0,0,0,70,12197.5,NA
2,0,"DA63246","circular",56.3746830188532,84221,4,2,2,2,0,125,125,14,0,14,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,195.5,195.5,0,33,33,0,137,137,0,37,37,0,367,367,0,64557,64557,0,34791,34791,0,125,0,367,367,0,33,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1946,0,0,0,1,0,23,4,3,0,0,0,11,0,9,0,0,3,0,0,0,54,NA,NA
5,-2,"DA63248","circular",80.3094517483172,85919,2,2,3,NA,12,20,32,18,4,14,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,101,630,365.5,26,45.5,32,36,149,149,26,86,86,18552,57465,43668.5,45997,70246.5,70236,42429,42661,42429,12,0,18552,0,18552,26,0,26,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,20,0,57465,57465,0,45.5,45.5,NA,NA,NA,NA,NA,NA,NA,14,1820,15,2,3,22,0,9,1,0,0,3,5,4,2,11,1,1,2,0,0,0,81,1035.5,NA
3,-1,"DA63250","circular",68.8533750258223,95464,1,1,2,3,0,32,32,7,0,7,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,99,99,0,33.5,33.5,0,133,133,0,35,35,0,3239,3239,0,42524,42524,0,31252,31252,0,32,0,3239,3239,0,33.5,33.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1793,9,4,3,8,0,16,2,0,1,5,0,20,1,12,0,0,0,0,0,0,81,16341,0
14,-8,"DA63252","circular",69.7576340519409,114499,4,3,6,NA,61,136,197,33,0,33,7,26,33,0,8,8,1,8,9,0,2,2,22,0,525,525,35,34,34,820,820,820,0,820,820,317,7122.5,2326,0,119866,119866,0,11021,11021,0,99,0,30199,30199,0,34,34,4,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,3,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,61,37,317,2224,524,35,36,35,NA,NA,NA,NA,NA,NA,NA,9,1950,207,14,0,5,0,32,3,0,0,0,18,3,0,15,0,43,0,0,0,0,340,638.5,4
10,-7,"DA63254","circular",69.0246912040411,102020,3,3,3,NA,0,84,84,30,0,30,0,8,8,0,5,5,0,3,3,0,3,3,10,0,474,474,0,29,29,0,820,820,0,820,820,0,24311,24311,0,145085.5,145085.5,0,6288,6288,0,69,0,11372,11372,0,26,26,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,24642,24642,0,88,88,NA,NA,NA,NA,NA,NA,NA,16,1914,64,10,2,26,0,26,26,1,4,8,12,2,6,12,1,49,1,0,0,0,250,433.5,NA
0,2,"DA63256","circular",59.8290923016359,116119,3,1,2,0,23,0,23,7,7,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,174,0,174,23,0,23,106,0,106,33,0,33,10036,0,10036,88582,0,88582,37575,0,37575,23,0,10036,0,10036,23,0,23,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1864,1,6,6,13,0,11,5,2,2,10,0,2,3,6,0,0,0,0,0,0,67,46130.5,0
0,2,"DA63258","circular",114.040971347945,95102,0,0,2,0,14,0,14,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,37,0,37,25.5,0,25.5,98,0,98,31,0,31,17578,0,17578,93366,0,93366,30987,0,30987,14,0,17578,0,17578,25.5,0,25.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1996,0,0,15,1,0,13,0,0,0,0,0,2,0,16,0,0,0,0,0,0,47,16006,NA
0,1,"DA63260","circular",134.836021063217,120863,1,1,1,0,8,0,8,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,78,0,78,26,0,26,36,0,36,26,0,26,24327,0,24327,45950,0,45950,42429,0,42429,8,0,24327,0,24327,26,0,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1928,0,3,9,16,0,2,1,0,0,2,0,4,2,9,0,0,1,0,0,0,49,NA,NA
2,0,"DA63262","circular",57.914441399901,114461,1,1,2,2,15,12,27,4,0,4,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,101,101,32,26,31,309,36,309,0,26,26,5369,18552,8640,0,45997,45997,0,42429,42429,0,12,0,18552,18552,0,26,26,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0,5369,0,5369,32,0,32,NA,NA,NA,NA,NA,NA,NA,14,1992,11,6,3,22,0,6,1,1,0,10,1,4,1,12,0,1,1,0,0,0,80,11498.5,NA
5,-2,"DA63264","circular",66.0081208757371,152324,72,6,3,NA,24,18,42,25,8,17,1,1,2,NA,NA,NA,0,1,1,NA,NA,NA,8,109,593,178,30.5,32.5,32,106,821,821,35,68,68,14368,8645,8648,66641,8646,12008,31250,8550,8550,24,0,14368,0,14368,30.5,0,30.5,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,18,0,8645,8645,0,32.5,32.5,NA,NA,NA,NA,NA,NA,NA,11,1855,13,5,2,15,0,58,2,0,0,6,0,2,6,23,0,15,0,0,0,0,147,14154.5,0
5,-1,"DA63266","linear",31.78765693149,82357,8,4,4,9,0,40,40,21,0,21,0,6,6,0,5,5,0,3,3,0,3,3,5,0,1132.5,1132.5,0,26,26,0,4881,4881,0,4881,4881,0,8255,8255,0,8252,8252,0,3395,3395,0,27,0,14660,14660,0,23,23,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,13,0,8223,8223,0,54,54,NA,NA,NA,NA,NA,NA,NA,10,1671,9,2,5,1,0,27,1,2,0,10,0,2,0,6,0,0,0,0,0,0,65,23394,NA
3,-1,"DA63268","circular",50.5576453552956,100917,6,3,2,3,0,31,31,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,127.5,127.5,0,28,28,0,97,97,0,36,36,0,18505,18505,0,91946.5,91946.5,0,27453,27453,0,31,0,18505,18505,0,28,28,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1885,1,3,1,8,0,0,11,0,0,2,0,2,2,7,0,0,0,0,0,0,37,60649.5,0
0,2,"DA63270","circular",98.1954063556035,227260,2,2,2,0,17,0,17,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,100.5,0,100.5,29,0,29,86,0,86,35,0,35,18701,0,18701,41186,0,41186,31250,0,31250,17,0,18701,0,18701,29,0,29,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1766,6,7,3,15,0,11,2,0,1,4,0,2,2,12,0,0,0,0,0,0,65,16341,NA
0,2,"DA63272","circular",79.4595940146788,116974,0,0,2,0,49,0,49,11,11,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,141.5,0,141.5,32,0,32,105,0,105,36,0,36,15477,0,15477,166872,0,166872,42430,0,42430,49,0,15477,0,15477,32,0,32,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1866,1,1,1,7,0,0,18,0,0,1,0,4,1,10,0,0,0,0,0,0,44,86826.5,0
1,3,"DA63274","circular",46.1846985707103,99888,1,1,4,1,78,57,135,64,51,13,9,11,20,2,3,5,0,2,2,NA,NA,NA,8,100,755,427.5,38,45,41,413,1701,1701,371,153,371,99065.5,10214,23605,99084,4490,99077.5,32321,3189,3189,78,0,99065.5,0,99065.5,38,0,38,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,57,0,10214,10214,0,45,45,NA,NA,NA,NA,NA,NA,NA,12,1847,11,12,28,13,0,47,6,0,0,19,2,6,1,30,0,9,0,0,0,0,184,1258.5,0
0,2,"DA63276","circular",30.6146284899108,100910,0,0,2,0,23,0,23,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,166,0,166,26,0,26,99,0,99,35,0,35,3547,0,3547,41131,0,41131,31239,0,31239,23,0,3547,0,3547,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1766,1,1,6,3,0,24,8,2,2,5,0,0,3,16,0,0,0,0,0,0,71,24479,0
3,-1,"DA63278","linear",19.5199089105515,90338,16,5,2,3,0,32,32,8,0,8,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,109,109,0,32.5,32.5,0,124,124,0,35,35,0,3795.5,3795.5,0,66641,66641,0,31250,31250,0,32,0,3795.5,3795.5,0,32.5,32.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1897,8,0,2,20,0,35,2,0,0,6,0,0,7,15,0,0,0,0,0,0,95,16339,0
3,-1,"DA63282","circular",38.0177885571073,90339,1,1,2,3,0,71,71,25,0,25,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,336,336,0,26,26,0,117,117,0,53,53,0,11381,11381,0,173801,173801,0,31250,31250,0,71,0,11381,11381,0,26,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1938,2,7,2,37,0,24,2,4,4,5,0,4,1,12,2,0,0,0,0,0,106,23605.5,NA
1,2,"DA63284","circular",47.1917820713203,82873,5,3,3,1,39,41,80,8,8,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,109,0,109,35,33,33.5,178,95,178,35,0,35,310,8554,5360,66698.5,0,66698.5,31249,0,31249,39,0,310,0,310,35,0,35,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,41,0,8554,8554,0,33,33,NA,NA,NA,NA,NA,NA,NA,11,1996,9,1,2,28,0,10,2,0,0,16,0,2,4,13,0,0,1,0,0,0,88,16339,0
2,-1,"DA63286","circular",33.5442417202926,76628,8,3,1,2,0,8,8,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,78,78,0,26,26,0,36,36,0,26,26,0,24327,24327,0,45950,45950,0,42429,42429,0,8,0,24327,24327,0,26,26,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1855,19,8,9,45,0,36,5,0,0,28,9,4,3,12,0,36,1,0,0,0,215,878,NA
0,2,"DA63288","circular",58.7622929829553,87942,1,1,2,0,27,0,27,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,0,98,23,0,23,86,0,86,33,0,33,14660,0,14660,110964,0,110964,37574,0,37574,27,0,14660,0,14660,23,0,23,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1853,6,8,6,15,0,23,5,2,2,5,0,2,3,6,0,0,0,0,0,0,83,23063.5,0
0,3,"DA63290","circular",50.4556265371588,108779,4,3,3,0,22,0,22,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,115,0,115,27,0,27,93,0,93,37,0,37,27563.5,0,27563.5,84984,0,84984,31052,0,31052,22,0,27563.5,0,27563.5,27,0,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1914,1,31,6,13,0,20,1,3,0,18,0,6,1,19,0,0,0,0,0,0,119,5823.5,NA
2,0,"DA63292","circular",40.8620072809195,100411,1,1,2,2,45,12,57,17,13,4,8,0,8,NA,NA,NA,1,0,1,NA,NA,NA,4,554,101,327.5,52,26,36,822,36,822,86,26,86,9667,18552,10211,81619,45997,81618,27425,42429,27425,0,12,0,18552,18552,0,26,26,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,45,0,9667,0,9667,52,0,52,NA,NA,NA,NA,NA,NA,NA,14,1912,23,2,3,40,0,23,5,0,0,11,2,4,1,11,2,12,1,0,0,0,140,6555.5,NA
0,2,"DA63294","circular",54.9326129068721,82759,0,0,2,0,14,0,14,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,27.5,0,27.5,22,0,22,96,0,96,35,0,35,17293.5,0,17293.5,60550,0,60550,31206,0,31206,14,0,17293.5,0,17293.5,22,0,22,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1914,2,6,4,14,0,13,6,2,2,6,0,6,3,12,0,0,0,0,0,0,76,22485.5,NA
3,-1,"DA63296","circular",90.8150159221394,113110,3,2,2,3,0,100,100,51,0,51,0,10,10,0,6,6,0,3,3,0,3,3,3,0,2335.5,2335.5,0,32,32,0,1157,1157,0,1157,1157,0,51845,51845,0,118980,118980,0,31247,31247,0,100,0,51845,51845,0,32,32,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1997,2,8,2,6,0,17,1,0,4,8,0,2,0,12,0,0,1,0,0,0,63,29451,0
2,0,"DA63298","circular",98.4791357610861,103013,1,1,2,2,10,31,41,5,3,2,0,8,8,NA,NA,NA,0,1,1,NA,NA,NA,4,78,75,76.5,29,67,36,36,822,822,26,46,46,18552,3344,6778,45950,27433.5,42429,42429,27425,27425,10,0,18552,0,18552,29,0,29,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,31,0,3344,3344,0,67,67,NA,NA,NA,NA,NA,NA,NA,14,1785,16,2,3,42,4,23,5,0,0,11,0,4,1,11,4,12,2,0,0,0,140,7988.5,NA
0,3,"DA63300","circular",69.4639947225026,96762,15,4,3,0,140,0,140,31,31,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,262,0,262,26,0,26,124,0,124,44,0,44,40240,0,40240,129722,0,129722,22790,0,22790,140,0,40240,0,40240,26,0,26,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1884,103,17,8,2,1,24,8,3,0,0,0,9,0,17,0,0,11,0,0,0,203,9595.5,0
