"strain","chrom.status","coverage","read.max.len","n.c.plasmids","n.beta.lac.4","n.plasmids","n.beta.lac","n.beta.lac.plasmid","n.beta.lac.chrom","min.dist.oriC.chrom","min.dist.oriC.plasmid","min.dist.oriC","med.dist.oriC.chrom","med.dist.oriC.plasmid","med.dist.oriC","n.beta.lac.plus.chrom","n.beta.lac.plus.plasmid","nc.beta.lac.plus.plasmid","n.beta.lac.plus","nc.beta.lac.plus","nc.beta.lac.plasmid","n.rep.chrom","n.rep.plasmid","n.rep.total","n.rep.tot.cen","n.rep.cen.chrom","n.rep.cen.plasmid","n.rep.100.chrom","n.rep.100.plasmid","n.rep.100.total","n.rep.100.cen.chrom","n.rep.100.cen.plasmid","n.rep.100.cen.tot","n.rep.500.chrom","n.rep.500.plasmid","n.rep.500.total","n.rep.500.cen.chrom","n.rep.500.cen.plasmid","n.rep.500.cen.tot","rep.in","med.tot.rep.len.chrom","med.tot.rep.len.plasmid","med.tot.rep.len","med.rep.len.chrom","med.rep.len.plasmid","med.rep.len","max.rep.len.chrom","max.rep.len.plasmid","max.rep.len","max.rep.len.cen.chrom","max.rep.len.cen.plasmid","max.rep.len.cen","med.AR.len.chrom","med.AR.len.plasmid","med.AR.len","med.AR.len.cen.chrom","med.AR.len.cen.plasmid","med.AR.len.cen","min.AR.len.cen.chrom","min.AR.len.cen.plasmid","min.AR.len.cen","n.rep.chrom.ampC","n.rep.plasmid.ampC","med.AR.len.chrom.ampC","med.AR.len.plasmid.ampC","med.AR.len.ampC","med.rep.len.chrom.ampC","med.rep.len.plasmid.ampC","med.rep.len.ampC","ampC.type.beta.lactamase","TEM.beta.lactamase","sulfonamide.resistant.sul","trimethoprim.resistant.dihydrofolate.reductase.dfr","APH3","streptothricin.acetyltransferase.SAT","ANT3","CTX.M.beta.lactamase","chloramphenicol.acetyltransferase.CAT","AAC3","OXA.beta.lactamase","AAC6.Ib.cr","ANT2","fosfomycin.thiol.transferase","SHV.beta.lactamase","tetracycline.resistant.ribosomal.protection.protein","APH4","DHA.beta.lactamase","APH6","macrolide.phosphotransferase.MPH","quinolone.resistance.protein.qnr","n.TEM.1","n.TEM.210","n.TEM.148","n.TEM.37","n.rep.chrom.CTX","n.rep.plasmid.CTX","med.AR.len.chrom.CTX","med.AR.len.plasmid.CTX","med.AR.len.CTX","med.rep.len.chrom.CTX","med.rep.len.plasmid.CTX","med.rep.len.CTX","n.rep.chrom.TEM","n.rep.plasmid.TEM","med.AR.len.chrom.TEM","med.AR.len.plasmid.TEM","med.AR.len.TEM","med.rep.len.chrom.TEM","med.rep.len.plasmid.TEM","med.rep.len.TEM","n.rep.plasmid.SHV","med.AR.len.plasmid.SHV","med.AR.len.SHV","med.rep.len.plasmid.SHV","med.rep.len.SHV","n.is.fam","max.is.len","IS1","IS110","IS200/IS605","IS21","IS256","IS3","IS4","IS481","IS630","IS66","IS91","ISAS1","ISL3","ISNCY","IS5","IS6","IS30","new","IS1380","IS1182","ISKRA4","n.is.tot","min_distance_is_gene","n.interrupted.genes","resistance"
"DA63212","circular",21.9466828551495,128736,16,"no",4,4,0,4,77765,0,77765,2566977.5,0,2566977.5,2,0,0,2,2,0,54,0,54,8,8,0,4,0,4,0,0,0,2,0,2,0,0,0,0,112.5,0,112.5,31.5,0,31.5,859,0,859,38,0,38,9204.5,0,9204.5,111748,0,111748,30969,0,30969,41,0,21494,0,21494,31,0,31,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,669,0,669,35,0,35,0,0,0,0,0,15,7884,26,2,13,31,12,46,10,0,0,48,0,8,2,11,21,15,5,10,0,0,0,260,7065.5,0,"nonHR"
"DA63214","linear",24.8607202575606,90781,22,"yes",3,5,5,0,0,81249,81249,0,476800,476800,0,4,4,4,4,5,0,39,39,1,0,1,0,4,4,0,0,0,0,2,2,0,0,0,0,0,20,20,0,34,34,0,820,820,0,20,20,0,1060,1060,0,94666,94666,0,94666,94666,0,14,0,218,218,0,67,67,3,1,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,13,0,1060,1060,0,30,30,0,12,0,1062,1062,0,32,32,0,0,0,0,0,13,7992,50,4,45,21,0,57,0,4,0,10,0,10,4,19,0,34,0,8,0,3,0,269,990,0,"HR"
"DA63216","circular",24.0322909561469,93399,2,"no",2,1,1,0,0,1312117,1312117,0,1312117,1312117,0,0,0,0,0,1,0,16,16,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,173,0,27.5,27.5,0,37,37,0,37,37,0,21868,21868,0,35630.5,35630.5,0,27452,27452,0,16,0,21868,21868,0,27.5,27.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2068,1,0,2,2,0,6,1,0,0,0,0,2,0,9,0,0,0,0,0,0,0,23,88925,0,"nonHR"
"DA63218","circular",23.2839081154189,77590,2,"no",1,4,1,3,1323509,8617,1332126,3495304,8617,3503921,2,0,0,2,2,2,117,40,157,36,36,0,1,6,7,1,0,1,1,1,2,1,0,1,0,555,0,555,30,56,31,1344,820,1344,1344,0,1344,31013,7195,17313,114499,0,114499,22790,0,22790,117,0,31013,0,31013,30,0,30,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,7195,7195,0,56,56,0,0,0,0,0,14,3154,30,3,2,16,0,3,18,3,0,2,7,6,0,15,1,14,4,0,0,0,0,124,6115.5,0,"nonHR"
"DA63220","circular",20.0374873811686,79928,1,"no",1,2,0,2,3767962,0,3767962,4118790.5,0,4118790.5,2,0,0,2,2,0,35,0,35,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,99,0,99,35,0,35,160,0,160,35,0,35,274,0,274,41186,0,41186,31250,0,31250,35,0,274,0,274,35,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3747,9,7,3,16,0,13,2,0,1,5,0,2,2,12,0,0,0,0,0,0,0,72,19550,0,"nonHR"
"DA63222","circular",25.8216476783299,88766,20,"no",5,2,0,2,3526780,0,3526780,3901425,0,3901425,2,0,0,2,2,0,29,0,29,7,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,99,0,99,32,0,32,106,0,106,35,0,35,3491,0,3491,41181,0,41181,31250,0,31250,29,0,3491,0,3491,32,0,32,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2404,9,2,3,0,0,44,6,0,0,2,0,20,3,16,1,0,0,0,0,0,0,106,19531,0,"nonHR"
"DA63224","circular",22.8694328054537,96869,0,"no",0,2,0,2,3613502,0,3613502,3984626.5,0,3984626.5,2,0,0,2,2,0,23,0,23,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,174,23,0,23,86,0,86,33,0,33,10036,0,10036,88581,0,88581,37574,0,37574,23,0,10036,0,10036,23,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3954,3,9,6,20,0,9,5,2,2,11,0,2,3,6,0,0,0,0,0,0,0,78,31999.5,0,"nonHR"
"DA63226","circular",31.4083180997891,87746,2,"no",2,4,2,2,3812091,5418,3817509,4175319,9364,4184683,2,2,2,4,4,2,29,40,69,28,10,18,0,6,6,0,2,2,0,2,2,0,0,0,4,132.5,389,316,23,33,27,96,820,820,35,126,126,17204,4814,6366,110628,6916,6954,31206,6256,6256,29,0,17204,0,17204,23,0,23,2,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,0,4814,4814,0,33,33,0,20,0,4814,4814,0,33,33,0,0,0,0,0,15,2987,14,22,2,6,0,50,6,2,4,7,0,10,0,27,1,31,1,0,0,3,0,186,4076,0,"nonHR"
"DA63228","circular",12.409810532388,109012,1,"no",1,2,0,2,3651497,0,3651497,4084434,0,4084434,2,0,0,2,2,0,69,0,69,25,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,329,0,329,26,0,26,117,0,117,53,0,53,11377,0,11377,173801,0,173801,31171,0,31171,69,0,11377,0,11377,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1914,3,7,2,22,0,17,7,0,4,1,0,2,3,12,0,0,0,0,0,0,0,80,23512.5,0,"nonHR"
"DA63230","circular",14.3885105296596,91388,2,"no",2,2,1,1,2272037,1375240,3647277,2272037,1375240,3647277,1,0,0,1,1,1,17,64,81,31,7,24,0,4,4,0,0,0,0,0,0,0,0,0,0,174,619,396.5,23,26,26,33,112,112,33,38,38,13712,27086,27028,88581,175847.5,175664,37574,74723,37574,17,64,13712,27086,27028,23,26,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1766,1,3,6,15,0,5,5,0,2,3,0,2,3,6,0,0,0,0,0,0,0,51,92823,0,"nonHR"
"DA63232","linear",27.0562920708915,119254,0,"no",0,2,2,0,0,1046708,1046708,0,1403379,1403379,0,2,2,2,2,2,0,24,24,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,243,0,23.5,23.5,0,96,96,0,35,35,0,9989.5,9989.5,0,88393,88393,0,31214,31214,0,24,0,9989.5,9989.5,0,23.5,23.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2637,1,1,2,11,0,11,2,0,2,1,0,10,1,12,0,0,0,0,0,0,0,54,92939,0,"nonHR"
"DA63234","circular",41.3352245664774,106426,0,"no",0,2,0,2,4140017,0,4140017,4518455.5,0,4518455.5,2,0,0,2,2,0,95,0,95,33,33,0,3,0,3,0,0,0,0,0,0,0,0,0,0,422.5,0,422.5,26,0,26,113,0,113,42,0,42,3159,0,3159,173834,0,173834,31206,0,31206,95,0,3159,0,3159,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5372,1,1,4,26,0,13,6,0,4,3,0,10,5,12,0,0,0,0,0,0,0,85,92931,0,"nonHR"
"DA63236","linear",26.3210316454956,82548,0,"no",0,2,2,0,0,455931,455931,0,1750846,1750846,0,1,1,1,1,2,0,15,15,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.5,80.5,0,30,30,0,84,84,0,31,31,0,23343,23343,0,127389.5,127389.5,0,31085,31085,0,15,0,23343,23343,0,30,30,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2292,0,27,4,3,0,2,1,7,0,0,0,6,2,19,0,0,0,0,0,0,0,71,35508.5,0,"nonHR"
"DA63238","circular",75.280585318891,88592,0,"no",0,4,0,4,843800,0,843800,2473521,0,2473521,2,0,0,2,2,0,162,0,162,33,33,0,11,0,11,3,0,3,4,0,4,3,0,3,0,382,0,382,35.5,0,35.5,821,0,821,820,0,820,17262.5,0,17262.5,105017,0,105017,7114,0,7114,104,0,31553,0,31553,31,0,31,3,1,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,58,0,515.5,0,515.5,37.5,0,37.5,0,0,0,0,0,13,3004,117,0,14,5,0,60,42,3,0,20,0,11,9,19,17,78,7,0,0,0,0,402,1361.5,0,"nonHR"
"DA63240","circular",10.6723399113661,78741,2,"no",2,2,0,2,3760881,0,3760881,4107020.5,0,4107020.5,2,0,0,2,2,0,23,0,23,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,119,23,0,23,86,0,86,35,0,35,13712,0,13712,89892,0,89892,31250,0,31250,23,0,13712,0,13712,23,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2620,6,12,4,37,0,35,2,0,6,6,0,4,3,12,0,0,0,0,0,0,0,127,16723,0,"nonHR"
"DA63242","circular",9.17046394424718,111233,0,"no",0,3,0,3,1822915,0,1822915,2526103,0,2526103,2,0,0,2,2,0,14,0,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,42,76,0,76,86,0,86,22,0,22,168,0,168,115683,0,115683,90030,0,90030,14,0,168,0,168,76,0,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2707,0,1,7,4,0,22,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,52,35362,0,"nonHR"
"DA63244","linear",40.245723434193,82331,1,"no",1,2,1,1,61532,3175669,3237201,61532,3175669,3237201,1,0,0,1,1,1,4,12,16,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,101,101,58.5,26,29,309,36,309,0,26,26,5346.5,18552,16289,0,45997,45997,0,42429,42429,0,12,0,18552,18552,0,26,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,5346.5,0,5346.5,58.5,0,58.5,0,0,0,0,0,14,4028,11,9,3,16,0,13,4,1,0,18,1,4,2,12,0,1,2,0,0,0,0,97,12197.5,0,"nonHR"
"DA63246","circular",56.3746830188532,84221,4,"no",2,2,2,0,0,635848,635848,0,955418.5,955418.5,0,0,0,0,0,2,0,125,125,14,0,14,0,3,3,0,0,0,0,0,0,0,0,0,0,0,195.5,195.5,0,33,33,0,137,137,0,37,37,0,367,367,0,64557,64557,0,34791,34791,0,125,0,367,367,0,33,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5733,0,1,0,3,0,26,4,3,0,0,0,11,0,9,0,0,3,0,0,0,0,60,0,0,"nonHR"
"DA63248","circular",19.2880221467799,72930,2,"no",2,3,2,1,3562339,35141,3597480,3562339,38288.5,3600627.5,1,2,2,3,3,2,10,43,53,8,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,78,229,153.5,29,42,33,36,422,422,26,71,71,18552,6853,10202,45950,55606,45997,42429,25507,25507,10,0,18552,0,18552,29,0,29,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,43,0,6853,6853,0,42,42,0,0,0,0,0,13,5285,16,2,3,29,0,22,1,0,0,9,5,4,2,15,0,1,2,0,0,0,0,111,8807,0,"nonHR"
"DA63250","circular",15.3535098865377,90735,7,"no",2,2,0,2,3745389,0,3745389,4096947.5,0,4096947.5,2,0,0,2,2,0,33,0,33,7,7,0,5,0,5,0,0,0,0,0,0,0,0,0,0,99,0,99,34,0,34,142,0,142,35,0,35,3190,0,3190,42524,0,42524,31252,0,31252,33,0,3190,0,3190,34,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1793,9,4,3,8,0,16,2,0,1,5,0,20,1,12,0,0,0,1,0,0,0,82,19550,0,"nonHR"
"DA63252","circular",15.249267230795,114499,3,"yes",2,5,2,3,288153,22750,310903,903712,44745,948457,1,0,0,1,1,3,91,186,277,35,30,5,17,12,29,6,3,9,16,4,20,6,3,9,0,230,1192.5,820,32,32.5,32,772,820,820,772,820,820,28754,354,422,122920.5,107958,108576,28644,11022,11022,91,0,28754,0,28754,32,0,32,3,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,186,0,354,354,0,32.5,32.5,0,0,0,0,0,10,3726,229,14,0,1,0,51,3,0,0,0,16,3,0,15,0,29,0,20,0,0,0,381,832.5,0,"HR"
"DA63254","circular",14.642851212772,87240,0,"no",0,3,0,3,1050212,0,1050212,3709430,0,3709430,2,0,0,2,2,0,84,0,84,30,30,0,8,0,8,5,0,5,3,0,3,3,0,3,0,474,0,474,29,0,29,820,0,820,820,0,820,24311,0,24311,145085.5,0,145085.5,6288,0,6288,69,0,11377,0,11377,26,0,26,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,24642,0,24642,88,0,88,0,0,0,0,0,15,1914,64,10,2,26,0,24,26,0,4,6,12,2,6,12,1,49,1,0,0,0,0,245,898.5,0,"HR"
"DA63256","circular",12.9440464450949,102928,3,"no",1,2,0,2,3787103,0,3787103,4139313.5,0,4139313.5,2,0,0,2,2,0,23,0,23,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,174,23,0,23,86,0,86,33,0,33,10036,0,10036,88582,0,88582,37575,0,37575,23,0,10036,0,10036,23,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3954,1,6,6,21,0,13,5,2,2,11,0,2,3,6,0,0,0,0,0,0,0,78,34599.5,0,"nonHR"
"DA63258","circular",26.7565830348338,95102,0,"no",0,2,0,2,3610966,0,3610966,3966745,0,3966745,0,0,0,0,0,0,14,0,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,37,25.5,0,25.5,98,0,98,31,0,31,17578,0,17578,93366,0,93366,30987,0,30987,14,0,17578,0,17578,25.5,0,25.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3518,0,0,17,1,0,18,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,54,54360,0,"nonHR"
"DA63260","circular",134.836021063217,120863,1,"no",1,1,0,1,4554142,0,4554142,4554142,0,4554142,1,0,0,1,1,0,8,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,26,0,26,36,0,36,26,0,26,24327,0,24327,45950,0,45950,42429,0,42429,8,0,24327,0,24327,26,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2068,0,3,9,17,0,2,1,0,0,2,0,4,2,9,0,0,1,0,0,0,0,50,0,0,"nonHR"
"DA63262","circular",12.125177832952,114461,1,"no",1,2,1,1,3648477,41040,3689517,3648477,41040,3689517,1,1,1,2,2,1,10,14,24,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,78,0,78,29,34.5,32,36,309,309,26,0,26,18552,5370.5,8638.5,45950,0,45950,42429,0,42429,10,0,18552,0,18552,29,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5370.5,5370.5,0,34.5,34.5,0,0,0,0,0,15,4776,11,10,3,30,0,13,4,1,0,19,1,4,1,12,0,1,2,1,0,0,0,113,10113.5,0,"nonHR"
"DA63264","circular",14.1419323279844,133065,74,"no",6,3,1,2,1802819,59527,1862346,2179983.5,59527,2239510.5,2,0,0,2,2,1,23,43,66,9,8,1,0,1,1,0,0,0,0,1,1,0,0,0,0,109,20,40,29,33,32.5,86,821,821,35,20,35,18701,8553,8558.5,66641,60154,60154,31250,60154,31250,23,0,18701,0,18701,29,0,29,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,0,8553,8553,0,33,33,0,0,0,0,0,11,2765,13,10,2,10,0,63,2,0,0,5,0,2,7,23,0,15,0,0,0,0,0,152,575.5,0,"HR"
"DA63266","circular",7.74148701478401,70744,18,"no",5,3,1,2,940181,6723,946904,1316803,6723,1323526,0,1,5,1,5,5,27,1,28,8,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,98,0,98,23,0,23,106,0,106,33,0,33,14660,0,14660,110964,0,110964,37574,0,37574,27,0,14660,0,14660,23,0,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,8194,9,10,5,12,0,28,1,2,0,11,0,2,1,6,0,0,0,0,0,0,0,87,23395,0,"HR"
"DA63268","circular",12.2779009670215,94580,8,"no",3,2,0,2,1854606,0,1854606,2188531.5,0,2188531.5,2,0,0,2,2,0,29,0,29,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.5,0,101.5,32,0,32,97,0,97,36,0,36,15600,0,15600,91992.5,0,91992.5,42429,0,42429,29,0,15600,0,15600,32,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2138,1,3,1,5,0,0,13,0,0,2,0,2,2,7,0,0,0,0,0,0,0,36,60648.5,0,"nonHR"
"DA63270","circular",21.0839513799837,117731,2,"no",2,2,0,2,3351134,0,3351134,3701956.5,0,3701956.5,0,0,0,0,0,0,25,0,25,7,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,99,0,99,29,0,29,106,0,106,35,0,35,10035,0,10035,41186,0,41186,31250,0,31250,25,0,10035,0,10035,29,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2555,9,7,3,6,0,13,2,0,1,2,0,2,1,12,0,0,0,0,0,0,0,58,19549,0,"nonHR"
"DA63272","circular",17.139957553954,106711,0,"no",0,2,0,2,3581512,0,3581512,3929116,0,3929116,2,0,0,2,2,0,49,0,49,11,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,141.5,0,141.5,32,0,32,105,0,105,36,0,36,15477,0,15477,166872,0,166872,42430,0,42430,49,0,15477,0,15477,32,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2106,1,1,1,8,0,0,26,0,0,1,0,4,1,10,0,0,0,0,0,0,0,53,86826.5,0,"nonHR"
"DA63274","circular",11.5750102314849,87897,2,"no",2,4,2,2,1922425,109357,2031782,2304574,771059,3075633,2,1,1,3,3,2,152,40,192,145,141,4,14,4,18,11,0,11,4,0,4,3,0,3,0,4920.5,100,100,35,40,35,2180,153,2180,2180,26,2180,99907.5,285,99871,99911,109676,99912,32321,109526,32321,152,15,99907.5,168,99900,35,46,35,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3189,3189,0,38,38,0,0,0,0,0,13,3206,11,15,34,15,0,28,6,0,0,12,6,6,1,30,3,9,0,0,0,0,0,176,532,0,"nonHR"
"DA63276","circular",7.25097559644685,97802,0,"no",0,2,0,2,3791075,0,3791075,4098303.5,0,4098303.5,1,0,0,1,1,0,21,0,21,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,166,26,0,26,99,0,99,35,0,35,3585,0,3585,41131,0,41131,31239,0,31239,21,0,3585,0,3585,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2118,1,5,7,6,0,26,7,2,2,8,0,0,3,16,0,0,0,0,0,0,0,83,24072,0,"nonHR"
"DA63278","linear",19.5199089105515,90338,16,"no",5,2,2,0,0,1412786,1412786,0,1790887.5,1790887.5,0,0,0,0,0,2,0,32,32,8,0,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,109,109,0,32.5,32.5,0,124,124,0,35,35,0,3795.5,3795.5,0,66641,66641,0,31250,31250,0,32,0,3795.5,3795.5,0,32.5,32.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4125,8,0,2,20,0,43,2,0,0,6,0,0,13,15,0,0,0,0,0,0,0,109,19549,0,"nonHR"
"DA63282","circular",38.0177885571073,90339,1,"no",1,2,2,0,0,3462440,3462440,0,3856281.5,3856281.5,0,2,2,2,2,2,0,71,71,25,0,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,336,336,0,26,26,0,117,117,0,53,53,0,11381,11381,0,173801,173801,0,31250,31250,0,71,0,11381,11381,0,26,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2141,2,7,2,37,0,24,2,4,4,7,0,4,1,12,2,0,0,0,0,0,0,108,23605.5,0,"nonHR"
"DA63284","circular",47.1917820713203,82873,5,"no",3,3,1,2,4204709,17990,4222699,4570215.5,17990,4588205.5,0,0,0,0,0,1,39,41,80,8,8,0,10,0,10,0,0,0,0,0,0,0,0,0,0,109,0,109,35,33,33.5,178,95,178,35,0,35,310,8554,5360,66698.5,0,66698.5,31249,0,31249,39,0,310,0,310,35,0,35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,8554,8554,0,33,33,0,0,0,0,0,11,2555,9,1,2,28,0,12,2,0,0,23,0,2,4,13,0,0,1,0,0,0,0,97,19548,0,"nonHR"
"DA63286","circular",33.5442417202926,76628,8,"no",3,1,1,0,0,4377867,4377867,0,4377867,4377867,0,1,1,1,1,1,0,8,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,0,26,26,0,36,36,0,26,26,0,24327,24327,0,45950,45950,0,42429,42429,0,8,0,24327,24327,0,26,26,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9939,26,9,9,56,0,53,6,1,0,39,9,4,4,12,0,36,1,1,0,0,0,266,0,0,"nonHR"
